,JobTitle,Company,Location,Summary,Salary,SalaryType,City,State,Salary Lower,Salary Higher,Salary Average
484,"Scientist II, Quality Control (QC), Carlsbad, CA",Kelly Scientific Resources,"Carlsbad, CA","Scientist II, Quality Control (QC), Carlsbad, CA Kelly Scientific Resources, a division of Kelly Services, has an immediate opening for an experienced QC Scientist II to work with one of our top clients, Thermo Fisher/Life Technologies, located in Carlsba...","[ 22.00 ,  25.00 ]",H,Carlsbad,CA,45760.0,52000.0,48880.0
485,QC Scientist,"Ronin Staffing, LLC","Carlsbad, CA","QC SCIENTIST Responsible for qualification of product(s) in a lab setting following standard operating procedures. Will utilize basic laboratory techniques, calculations, materials measurement, operation of laboratory equipment and record keeping necessar...","[ 25.00 ,  26.80]",H,Carlsbad,CA,52000.0,55744.0,53872.0
486,Java Developer,Kelly IT Resources,"Carlsbad, CA","Kelly IT is searching for a Senior Java Engineer for an Exciting opportunity in the San Diego, CA area! Join a great team building innovative solutions for one of today’s hottest technology industries! Build a compelling search experience for mobile devic...","[ 120 ,  140 ]",Y,Carlsbad,CA,120000.0,140000.0,130000.0
487,Python (or Java) Developer,,"San Diego, CA","Hello..Our Carlsbad client has asked us to help recruit a strong Python (or Java) developer for a long term, high visibility project. The software services team is tasked with applying industry best practices to the design, development, testing and deploy...","[ 60.00 ,  65.00]",H,San Diego,CA,124800.0,135200.0,130000.0
488,Data Scientist,CyberCoders,"Dallas, TX","This position is open as of 10/18/2016. Data Scientist - Machine Learning, SQL, Data Mining If you are a Data Scientist with experience, please read on! Do you enjoy using your talent to break down business challenges into data-driven problems? We are loo...","[ 85 ,  120]",Y,Dallas,TX,85000.0,120000.0,102500.0
489,data scientist,,"Richardson, TX","Job Title: DataScientist Duration: 12+ months Work Location: Dallas TX Job Description: Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad u...","[ 100 ,  120]",Y,Richardson,TX,100000.0,120000.0,110000.0
490,Acquisition Marketing Data Scientist,Analytic Recruiting,"Dallas, TX","Acquisition Marketing Data Scientist Seeking Data Scientist to utilize machine learning, advanced analytical and statistical techniques to create statistical models to optimize online marketing spend. Must have knowledge of data mining and statistical ana...","[ 85 ,  95]",Y,Dallas,TX,85000.0,95000.0,90000.0
491,Research Scientist,Medix,"Dallas, TX","Research Scientist This Research Scientist will work in a high performing, cross-functional team with the goal of driving innovation in the development of d esign and perform experiments on the bench-top, in the pilot plant and in full scale manufacturing...","[ 50 ,  70]",Y,Dallas,TX,50000.0,70000.0,60000.0
492,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
493,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
494,Senior Data Scientist,CyberCoders,"Pasadena, CA","This position is open as of 10/18/2016. Senior Data Scientist If you are a Senior Data Scientist, please read on! We are a well-established data aggregation technology company that has been experiencing rapid growth and has gained international recognitio...","[ 110 ,  175]",Y,Pasadena,CA,110000.0,175000.0,142500.0
495,Sr. Software Engineer- Python,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Sr. Software Engineer- Python - Python, R, JavaScript If you are a Sr. Software Engineer- Python with experience, please read on! Based in Culver City, we're building an end-to-end suite of data science tools based...","[ 100 ,  175]",Y,Culver City,CA,100000.0,175000.0,137500.0
496,Senior Scala/Spark Developer - WILL RELOCATE,CyberCoders,"Los Angeles, CA","This position is open as of 10/18/2016. Java/Scala Engineer Needed for West LA Ad Tech Co! If you are a Senior Spark/Scala Engineer with experience, please read on! Located in sunny West Los Angeles, CA, we are the Ad-Tech arm of a large media conglomerat...","[ 100 ,  175]",Y,Los Angeles,CA,100000.0,175000.0,137500.0
497,Lead Technology Architect - Advanced BioTech Firm,CyberCoders,"Torrance, CA","This position is open as of 10/18/2016. Lead Technology Architect - Advanced BioTech Firm If you are a Technology Architect with experience, please read on! This is an opportunity to work on an industry leading website that won NUMEROUS “BEST BIOTECHNOLOG...","[ 75 ,  150]",Y,Torrance,CA,75000.0,150000.0,112500.0
498,Lead Grails Engineer,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Lead Grails Engineer (RELO OFFERED!) If you are a Lead Grails Engineer with video & startup experience, please read on! We are the leading in Online Video Space, and we are growing! The global leader in user-generat...","[ 120 ,  150]",Y,Culver City,CA,120000.0,150000.0,135000.0
499,Data Scientist- Solutions Architect,CyberCoders,"Barrington, IL","This position is open as of 10/18/2016. Data Scientist- Solutions Architect If you are a Data Scientist with client facing experience, send me a resume and please read on! Our Big Data Analytics firm was founded by a team of successful startup founders, D...","[ 150 ,  175]",Y,Barrington,IL,150000.0,175000.0,162500.0
500,Jr. Scientist - Biotech Manufacturing,Staffing Network,"Chicago, IL","Manufacturing Scientist - Biotechnology Looking for candidates with a background in Biology, Microbiology or Chemistry. In this position, you'll be responsible for process development for manufacturing pharmaceutical products in a state of the art laborat...","[ 22.00 ,  24.00]",H,Chicago,IL,45760.0,49920.0,47840.0
501,Stability Chemist,Pinpoint Pharma,"Waukegan, IL","The QC Stability Chemist will perform testing and packaging of stability samples in support of the stability program. Individual will perform testing of raw materials and finished products in support of release of materials. Additionally, this position wi...","[ 55 ,  65]",Y,Waukegan,IL,55000.0,65000.0,60000.0
502,Data Engineer (ElasticSearch/Kafka) -global eCommerce - Bangkok,,"Chicago, IL",Data Engineer (ElasticSearch/Kafka) - global eCommerce - Bangkok Please note: This role is based in Bangkok and you must be willing to relocate to Thailand if you're interested in this role. Visa and relocation assistance is available. Requirements: * Bac...,"[ 0 ,  100]",Y,Chicago,IL,100000.0,100000.0,100000.0
503,Statistician II,,"Chicago, IL",Fortune 500 Pharmaceutical Client looking to add a Network Engineer to their rapidly growing team. W2 contract only no corp to corp. Description Core Job Responsibilities Responsible for implementing and maintaining the effectiveness of the quality system...,"[ 30.00 ,  37.00]",H,Chicago,IL,62400.0,76960.0,69680.0
504,Tax Manager,CyberCoders,"Chicago, IL","This position is open as of 10/18/2016. Tax Manager - FAS 109 If you are a Tax Manager with 4+ years of experience please read on! Based in Chicago, IL, we are one of the most renown and respected public accounting and consulting companies in the world. W...","[ 100 ,  130]",Y,Chicago,IL,100000.0,130000.0,115000.0
505,Wireless Data Scientist,Bartech Group,"Bernards, NJ","Job Description If you are an experienced Wireless Data Scientist looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some of the nation’s biggest companies. Our client has a need for a W...",[ 62.00],H,Bernards,NJ,128960.0,128960.0,128960.0
506,Senior Scientist Discovery,ProClinical,"princeton, NJ","Senior Scientist/ Discovery Sciences Our client is pursuing a scientist with extensive laboratory experience to play an integral part of our Phage Display platform, and lead-optimization activities in the field of therapeutic scFv and antibodies. We are l...","[ 30.00 ,  45.00]",H,princeton,NJ,62400.0,93600.0,78000.0
507,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"South Plainfield, NJ","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,South Plainfield,NJ,75000.0,110000.0,92500.0
508,Principle Scientist,,"Princetown, NJ","Job Title: Principal Scientist, Pharmaceutics Job Requisition # Salary Band– MGT 4 Location: Cranbury, NJ Job Summary The Principal Scientist will plan, execute and interpret experimental studies to develop pharmaceutical formulations and processes. Manag...","[ 116 ,  138]",Y,Princetown,NJ,116000.0,138000.0,127000.0
509,Laboratory Research Chemist Supervisor,APP Consultants,"Summit, NJ","• Oversee commissioning of new laboratory equipment at lab build-out and subsequently identify additional capabilities and/or new technologies to keep lab at optimal productivity. • Plan, schedule, and supervise lab activities to ensure the successful and...","[ 110 ,  135]",Y,Summit,NJ,110000.0,135000.0,122500.0
510,Data Scientist,CyberCoders,"Jersey City, NJ","This position is open as of 10/18/2016. Data Scientist - Python, Hadoop, Data Mining If you are a Data Scientist with experience, please read on! As a Data Scientist you will analyze hyper-local data sources to develop accurate predictions of audience and...","[ 100 ,  140]",Y,Jersey City,NJ,100000.0,140000.0,120000.0
511,Wireless Data Scientist,Bartech Group,"Bernards, NJ","Job Description If you are an experienced Wireless Data Scientist looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some of the nation’s biggest companies. Our client has a need for a W...",[ 62.00],H,Bernards,NJ,128960.0,128960.0,128960.0
512,Senior Data Scientist,Carlton Senior Appointments,"New York, NY","Senior Data Scientist Hedge Fund New York, NY $200,000 base/ 100-250% bonus potential. The market intelligence wing of an up and coming hedge fund is looking for senior level data scientists from the technology giants of the world. If you are driven by bu...","[ 200 ,  500]",Y,New York,NY,200000.0,500000.0,350000.0
513,Data Scientist - Tel Aviv (Hebrew & English speaking),Big Wednesday Digital,"New York, NY","Data Scientist - Tel Aviv Please note: We can only accept applications from candidates eligible to work in Israel. Requirements: B.S., M.S., or Ph.D. in Computer Science, Mathematics, Statistics, Engineering or related field. Advanced degrees preferred Mu...","[ 75 ,  150]",Y,New York,NY,75000.0,150000.0,112500.0
514,Senior Scientist Discovery,ProClinical,"Relocate to Princeton, NJ, NJ","Job is located in Princeton, NJ. Senior Scientist/ Discovery Sciences Our client is pursuing a scientist with extensive laboratory experience to play an integral part of our Phage Display platform, and lead-optimization activities in the field of therapeu...","[ 30.00 ,  45.00]",H,Relocate to Princeton,NJ,62400.0,93600.0,78000.0
515,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"South Plainfield, NJ","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,South Plainfield,NJ,75000.0,110000.0,92500.0
